Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,Source
Eskosr,982031,723,6.96,32.5,2224,10445,30317,1276014,1019,5.09,28.7,3551,12891,44942,52369,27,3.11,14.9,181,479,2222,1093701,852,4.97,30.5,2793,9641,37690,24262,9,7,3.77,11,82,275,840,
kuchilo,441696,138,1.45,3,4656,6568,16904,1707875,874,1.95,6.3,13983,25504,65518,270116,85,1.96,6.6,1285,2347,11888,979818,375,1.61,5.1,7304,11153,39942,483620,214,307,2.41,6,3572,8104,16841,
Atom Onslaught,841494,129,0.97,1.8,7265,6931,36659,991809,422,1.48,5.8,7298,10182,39654,394869,101,1.65,5.2,1947,3041,18155,1172905,241,1.16,2.7,8846,9972,50507,92619,34,46,1.59,3.8,898,1377,3287,
yogartFart,1447992,965,4.29,13.5,7128,26420,53543,537482,1430,6.49,19.5,7346,38374,17316,491312,191,2.48,9.1,2104,4738,19936,925672,1099,5.29,16.8,6524,28689,35808,132056,70,48,10.16,12.1,578,5163,3882,
AlbertPGames,577722,122,0.96,2.9,4186,3899,24858,1657056,998,1.94,11.2,8882,15301,64464,148885,43,1.27,6.2,688,817,7229,1011472,322,1.33,5.1,6295,7936,42126,535931,72,89,4.59,4.2,1713,7540,13023,
SuchA_FabrUwU,663733,127,1.55,3.1,4080,6122,26038,1471069,876,2.62,13.3,6585,14962,54284,379322,109,1.96,6.5,1689,3095,16842,889767,316,2.46,8,3972,8994,34656,283962,102,142,3.5,8.6,1182,3777,8627,
ɛɗuzɛx pɑgѳɗɛiʀѳ,999737,83,1.48,1.2,6649,9714,42030,419027,94,1.46,3.6,2632,3704,18107,731354,147,1.59,3.7,3927,6003,32547,1250030,167,1.47,2.3,7418,10663,56510,108405,20,16,4.35,5.3,376,1549,3247,
Barney ઽєʋ ⓐⓜⓘⓖⓞ,1317828,60,0.85,0.5,11975,10130,56431,396191,100,0.92,3.6,2770,2453,17361,197859,37,0.95,3.1,1210,1118,9507,1472410,161,0.88,1.4,11460,9960,64687,574274,120,172,1.18,2.8,4223,4830,22908,
Dv1 Cichy6,913793,183,1.19,2.8,6578,7590,37104,574577,193,1.73,5.5,3499,5712,22844,307891,136,3.15,10.1,1342,3795,11871,1595698,411,1.66,4.2,9679,15375,64790,387379,28,20,4.7,2.3,1241,5699,10906,
DinD0ni,275629,17,0.95,1.2,1431,1344,11890,1258192,562,1.59,10,5597,7984,50541,338740,245,2.32,23.4,1049,1867,12234,1533383,646,1.56,10.6,6081,8488,60250,581600,30,49,5.1,1.8,1647,8242,19845,
GodFire 40fps,742981,238,1.46,4.9,4899,6811,28559,1065879,578,1.12,6.9,8369,8748,38548,47735,13,1.1,5.2,249,259,2009,1536686,738,1.37,8.2,9030,11397,57231,439936,209,258,1.65,6.2,3396,5254,14292,
ChefShabbа,1268156,412,2.74,5.3,7803,20219,44793,942524,611,3.29,8.9,6860,20544,31315,218794,74,2.85,8.4,881,2298,8843,968103,384,2.98,6.9,5603,15558,34667,148003,49,43,6.82,9.1,541,3355,3406,
Mende.Z,623408,126,1.41,1.6,7766,10739,23482,1318242,1082,1.92,11.2,9695,16552,48127,446999,255,3.99,15.6,1634,5496,16320,1011567,343,1.49,4.8,7192,10191,40132,293164,28,34,2.42,1.7,1657,3945,8477,
bonlad,891503,366,2.66,8.9,4112,9946,32393,1137584,825,2.6,11.1,7450,17256,40148,72076,26,3.07,9.5,275,765,2936,1299035,618,2.6,9,6871,16256,48151,53129,37,52,3.12,6.9,537,1560,1554,
Twitch igzufn,1670193,134,1,1.1,11746,11643,74424,160626,38,1.74,3.7,1032,1730,6593,447439,75,1.42,3.2,2322,3184,21511,1117587,187,1.25,2.6,7252,8818,49247,286778,30,52,1.7,1.8,1683,2813,9789,
Mason3FN,1368438,192,1.6,2.3,8365,13102,57381,705443,466,3.8,14.9,3127,10105,23120,365908,151,2.41,9.9,1528,3320,14997,958811,260,1.87,4.9,5319,9477,38991,57373,27,36,2.17,5.7,477,977,1977,
shein 32,1799057,740,1.67,7.2,10308,15966,70456,278705,339,1.92,13.3,2551,4248,10622,229751,79,1.56,7.6,1044,1510,10340,1091841,439,1.79,8.3,5278,8686,43641,219775,69,85,4.17,7.7,899,3463,7133,
IamThedd,1340390,161,0.86,1,15922,13583,56785,1004418,327,0.87,3.2,10350,8732,41584,135476,39,1.22,5.5,705,811,5835,917779,138,0.92,1.6,8380,7601,40168,545282,56,64,2.95,2.7,2099,6031,11927,
Tomahok21,1116578,117,1.13,1.5,7848,8712,44014,842005,222,1.33,4.1,5390,6848,35111,8951,2,1.56,3.7,54,81,387,1425325,236,1.29,2.6,9039,11397,59526,148601,24,22,2.02,2.4,987,1946,5403,
JAY REMMY,825465,365,2.81,8.2,4445,11477,30280,857569,601,4.64,18.3,3280,12427,27358,283345,102,2.39,8.5,1199,2619,11880,1425986,636,3.43,11,5756,17576,51817,39972,19,18,9.43,15.2,125,1000,1143,
SAd NtinakiDim,397782,82,1.09,2.9,2797,2960,16839,1069323,492,1.11,4.9,9962,10522,45298,247425,55,1.16,4.4,1247,1385,12095,1682501,367,1.19,3.3,10988,12634,73614,52594,19,21,2.62,5.3,357,887,1938,
Junglah,937154,466,3.22,9.5,4931,14363,32977,927026,1156,5.16,27.2,4249,15950,28451,634970,297,2.69,13,2276,5332,26315,898064,541,3.26,12.7,4270,12171,34275,74910,35,31,7.06,15.2,230,1376,1404,
WarriorPixie,263721,12,0.67,0.7,1807,1210,11824,2128464,843,0.95,7.9,10629,9270,88044,288189,85,1.19,6,1407,1569,12018,716625,116,0.76,2.7,4224,3126,31304,888756,109,189,3.31,4.1,2678,8510,27995,
THC_LokoBCN,922366,126,1.05,2,6380,6575,39651,1547810,1205,2.28,14.9,8074,15650,54207,103391,45,2.45,10.7,419,918,4084,822076,316,1.49,5.9,5399,7592,32225,325071,116,142,4.49,8.4,1386,5702,11186,
Pandore Red,1072469,232,1.8,4.9,4745,8110,47784,317868,136,2.67,9.6,1421,3428,12604,955005,389,2.45,10.9,3561,7763,41967,1052982,287,2.01,6,4795,9080,45274,55130,9,11,3.42,3.3,273,902,1331,
HIƎI,1182745,105,0.86,1.5,7142,6067,53603,1010655,351,1.33,7.6,4591,5626,42457,119662,30,1.39,5.1,590,777,5609,1085115,205,1.38,3.6,5759,7680,46103,56659,5,3,3.45,2.3,218,735,2179,
Soy 4Bayte,513494,180,2.18,4.8,3733,7749,19113,1095535,816,2.68,9.6,8484,20550,40079,483616,129,2.1,5.9,2192,4337,21762,1302993,485,2.35,5.7,8450,18690,50854,86120,41,71,2.82,7.5,544,1420,2758,
Skilryl,1163165,91,1.29,0.7,12245,15638,46042,473589,167,1.52,3.7,4545,6643,18054,583589,133,1.93,4.1,3244,6012,24973,1173455,186,1.43,1.7,10735,15079,48005,87160,27,32,1.93,2.8,957,1797,2985,
Papa Schultzz,1257559,270,1.44,6.5,4143,5588,52075,938722,512,1.66,15.3,3345,4713,36931,335058,131,1.84,10.3,1275,2101,13872,864145,298,1.13,8.5,3505,3627,36087,179351,13,26,2.8,2.3,574,1572,7111,
KindaMicko,879271,105,1.54,1.7,6209,9388,33293,1992101,536,1.72,3.9,13669,22626,80683,208059,71,2.63,6.9,1024,2503,8289,314127,68,1.65,3.1,2229,3570,12541,260494,14,22,8.71,3.5,399,3354,4412,
Jakk3dd,430940,213,3.2,10.1,2101,6036,14321,1513088,1154,3.98,17.6,6573,21543,51219,485117,320,3.99,21.9,1464,4561,18648,961346,540,3.33,11.2,4809,14215,33892,95675,45,41,6.59,10.9,414,2431,3088,
HERES VANDAL,666544,208,2.02,6.9,3005,5643,25297,1889895,847,2.49,9.9,8592,19282,71904,72466,32,2.52,11.6,277,618,2996,760481,275,2.28,8.3,3330,6979,29736,26111,8,12,4.64,8.6,93,394,790,
LOKO2g,182711,88,2.27,4.7,1859,4018,6621,1607425,1045,3.23,11.6,9013,25733,53168,212561,83,2.71,9.1,908,2237,8151,1386687,809,2.86,8.3,9787,25659,46824,155986,69,88,4.6,10.5,659,2712,5041,
TiltedXanax,2175622,285,0.91,2.2,13142,11646,93824,461238,186,0.85,5,3713,2982,19265,75866,16,0.93,4.4,363,323,3573,678129,142,0.72,2.6,5390,3776,29608,435379,22,17,3.05,1.8,1248,3741,8305,
LTS DrN,1756706,213,1.41,1.9,11199,15470,75551,150279,48,1.67,5.6,859,1355,6358,520829,173,1.97,7.5,2293,4180,23284,961147,202,1.75,4,5081,8528,40748,97763,2,2,5.46,1,209,1130,2033,
gυsтıη,691306,93,1.38,1.8,5255,7119,29143,374675,188,1.99,5.7,3322,6233,13936,853383,241,2.05,5.7,4203,8111,37654,1465540,351,1.88,3.9,9086,16414,59286,280211,68,70,2.89,3.9,1742,4840,7835,
Fr0s7-G,610247,234,1.24,7.2,3258,3761,26382,818166,420,1.94,10.5,4006,6948,33211,175165,93,2.17,16.2,573,1041,7790,1784427,550,1.35,6.7,8236,10409,76562,202970,3,3,8.17,0.5,648,5272,7645,
DJJCAP,1305545,131,1.19,2.3,5803,6765,54444,953980,326,1.09,6.9,4733,4806,40741,246926,82,1.66,8.7,940,1422,10143,883804,115,1.14,2.6,4384,4859,38988,2534544,221,29,7.62,5.9,3751,26893,47854,
ᴰᴱᴹᴼᴺᴰˢ Heritas.,1442387,131,1.09,1.4,9553,10258,61103,731015,182,1.31,4,4597,5787,31612,331540,80,1.36,4.1,1967,2568,15739,882262,140,1.26,2.6,5442,6704,39272,279572,12,37,1.73,0.8,1418,2434,11372,
Le Vétéran,581957,49,1.07,1.2,3950,4188,24559,2220763,1087,1.78,9.7,11257,18136,79965,273799,93,1.49,7,1324,1829,11524,307462,67,1.25,3.8,1765,2116,12578,139708,63,105,2.37,7.1,889,1960,4378,
Mctr 31,815563,200,2.27,4.8,4200,9095,32573,609524,415,4.47,19.1,2177,7872,21938,897047,379,3.06,10.4,3650,10003,36780,1064886,395,2.75,8.5,4631,11659,42292,53474,13,13,4.66,5.8,225,987,1513,
Kerneyh,783184,127,1.76,3.3,3817,6502,34161,575815,184,2.6,5.7,3221,7904,23593,808214,246,2.66,7.2,3425,8470,34380,1218722,294,2.33,4.8,6064,13421,49175,59854,30,34,4.18,11.3,265,983,1944,
Cleхi,782230,106,0.79,1.7,6239,4839,34523,939019,344,0.98,5.4,6363,5923,39694,263849,117,2.12,11.4,1030,1932,10592,1400744,253,1.02,2.7,9360,9260,59379,151173,13,17,2.38,1.7,777,1816,5714,
Elba_zurita28,642126,34,0.68,0.8,4009,2704,29893,2179294,391,0.83,2.8,13912,11216,100147,91956,25,1.16,5.6,444,485,3958,473435,52,0.88,1.8,2855,2472,21533,354587,47,23,1.01,5.8,806,770,6785,
R4W BILAL,500370,96,1.07,2.5,3802,3974,20202,1515120,612,1.19,7.2,8514,9380,62143,200471,104,2.54,12.5,831,1844,7587,1168160,373,1.38,5.2,7121,9330,46031,381736,103,169,1.23,4.1,2512,2955,13758,
SATIS TheFeloz ϟ,1206673,429,3.23,8.7,4950,14589,44188,253792,123,3.35,9.2,1334,4051,9318,748271,394,3.94,15.9,2483,8234,29161,1176404,539,3.83,12.2,4431,14922,42960,204926,91,63,5.54,9.4,973,4889,6023,
SaltyTV.,176165,64,2.23,4.7,1348,2869,6301,1579499,2086,3.99,21.1,9869,31068,47788,585438,173,2.1,6,2870,5667,24067,1040817,723,2.7,9.7,7481,18216,38117,286612,195,214,4,11.6,1678,5926,7807,
Albraiik,1331138,1030,4.11,11.4,9003,32732,51244,430962,729,6.21,18,4044,20583,14502,625517,200,2.84,7.9,2519,6578,27765,993475,950,4.69,15.1,6296,25047,38846,82083,111,57,7.04,12.4,894,5516,2439,
VwolfHD,1601639,747,3,7.8,9540,26401,58336,197636,133,3.41,7.7,1717,5401,7053,501974,176,2.75,8.6,2036,5108,21624,1082417,610,3.09,8.2,7446,21133,40928,150650,134,68,4.36,9.6,1395,5500,4625,
ProStraTsS,797529,278,1.59,6.7,4122,6118,31257,437335,209,1.7,8.7,2393,3720,16523,151777,84,2.99,15.8,533,1341,5536,1996795,588,1.61,6.1,9583,14510,80779,167142,73,55,1.97,8,915,1660,5849,
iDrop .,1199610,369,3,7.4,4992,13889,44867,460145,231,3.89,10.8,2144,7438,16955,496988,244,3.69,14.4,1697,5358,20877,1220131,496,3.37,9.6,5183,15790,44248,148792,38,60,4.96,5.4,708,3321,5239,
iAventado,1500254,578,2.47,8.4,6848,15474,54296,852956,643,4.36,22.9,2811,9460,28816,275286,81,1.88,6.9,1178,2057,13223,751110,350,2.48,10.9,3205,7069,28784,228799,69,47,3.68,8.3,836,2823,6537,
ずっきーいずごっど,581320,374,5.46,22.7,1645,6944,18228,1858645,1613,5.2,32.2,5007,17636,61885,146972,80,3.14,19.4,412,1042,5570,794475,564,4.54,24.9,2268,7744,26482,244136,19,15,3.47,2.9,649,2184,9956,
Sabi .,1903816,205,0.98,1.2,17261,16694,79530,598946,256,2.43,9.6,2666,5853,23471,9284,0,1.82,0,51,93,423,868370,136,1.46,2.5,5451,7770,36897,267227,29,53,1.91,2.1,1394,2607,9024,
Zero Kash,374719,49,1.49,1.7,2929,4282,14410,2501035,912,1.74,4.8,18891,31305,98761,187981,78,2.89,9.9,784,2039,7120,317917,62,1.67,2.8,2225,3621,12444,303838,96,43,6.04,10.2,939,5093,6857,
Chickuh,13598,1,0.41,0.4,233,96,661,3303054,2688,0.98,16.7,16066,13080,121384,12667,9,1.43,23.1,39,43,457,51796,21,0.57,2.7,784,433,2049,338358,46,51,4.78,4.6,1006,4592,11703,
iTs Yanis-YT,1191522,85,1.16,1,8521,9819,49919,584822,122,1.5,3,4023,5869,24419,509105,87,1.7,2.8,3073,5081,22962,1090076,176,1.44,2.5,6977,9767,46941,573643,91,109,1.77,2.7,3343,5746,20701,
OOGYFISHY,1232107,191,0.96,1.8,10593,9969,52226,923076,514,0.91,7,7327,6176,34093,193660,57,1.59,5.7,999,1499,8575,1028600,368,1.23,5.2,7129,8312,40580,197058,113,170,1.15,7.3,1551,1657,5830,
LP toothpiqk,184367,218,2.76,8.5,2567,6490,5802,2790260,4276,5.49,32.8,13028,48022,71089,91693,62,5.4,24.2,256,1048,3137,309471,452,3.6,16.1,2802,8452,9474,364405,361,311,8.92,25.8,1401,9273,9199,
Tiger_Sniper7,70656,23,1.1,4.9,472,495,3022,1873038,1219,1.4,13.2,9256,11217,75036,97751,47,1.45,13.8,341,427,4346,1333167,643,1.23,9.7,6603,7315,55730,452773,266,298,4.48,12.8,2073,8103,16055,
NightOwlLuna,6876,0,0.26,0,106,28,324,3092381,1142,0.9,7.3,15739,13187,132909,190990,69,1.31,9.1,761,908,8026,88572,21,0.69,3.4,624,417,3810,591132,75,45,2.49,7,1072,2481,7884,
974RoyalTTHIASMA,1060254,95,1.8,1,9695,17256,38809,548201,271,2.22,4.5,6084,12898,20673,401550,119,2.7,6.7,1770,4462,16546,1365605,258,2.05,2.7,9711,19346,54584,43121,11,15,2.93,2.9,374,1062,1350,
100T MrSalsiccia,914180,209,1.47,2.2,9355,13468,34871,531116,302,1.98,6.5,4673,8672,18798,698241,250,2.7,7.9,3158,7848,29113,1232511,422,2.1,4.7,9065,18179,46201,313747,76,104,2.33,3.4,2213,4986,10065,
TwitchGipsy_loko,948071,58,0.91,0.9,6420,5804,41253,1152907,487,1.65,8.6,5641,8515,45186,277360,76,1.58,5.7,1331,1978,11868,996227,148,1.18,2.4,6112,7048,42128,845370,57,72,4.14,2.2,2599,10533,25415,
Watary-DtoXx,291927,67,0.71,3,2238,1537,13372,2068832,1443,1.1,10,14362,14194,85350,192138,89,1.83,13.4,662,1049,7945,819255,265,1.07,6.6,4003,4001,36076,960703,91,115,3.55,4.2,2188,7450,24607,
CONANIZED,502448,55,1.24,2.8,1948,2340,21423,2064086,1551,2.34,24.9,6218,10909,71762,199280,72,1.78,9.5,755,1213,9074,607415,162,1.35,6.5,2480,3122,25163,103527,7,15,3.73,2.2,321,1171,3986,
Patron.Raf.420,1557337,796,2.22,8.7,9132,18506,57544,1088278,788,2.72,13.1,6006,14175,39705,47154,9,2.21,4.1,220,467,2132,680208,331,2.25,8.9,3739,7660,26539,82989,20,16,3.29,4.3,470,1482,2600,
Nhel Dormilonzzz,978768,242,2.23,4,6010,12886,37345,467007,273,3.17,14.1,1932,5257,15303,976028,307,2.21,7.4,4138,8471,43097,949989,326,2.43,7.4,4423,9957,36382,84547,35,30,3.32,6.7,522,1619,2701,
GW_Lettuce,390041,249,4.59,18.8,1327,4947,15228,703177,849,7.89,31.5,2692,14545,20987,1356167,890,5.54,23.5,3783,16021,49161,921539,731,6.04,25.5,2869,12921,32000,158223,58,58,12.07,14.7,394,4054,3663,
Daddy Skipps,10630,2,0.26,1.4,141,36,489,2692354,1300,1.09,7.3,17816,17921,105778,271848,166,3.01,18.1,919,2265,9236,396154,119,1.14,4.7,2518,2743,15994,270637,60,84,2.36,5.1,1166,2605,8143,
Denkerh,1002035,109,2.03,1.7,6428,12851,35841,1103695,427,2.86,8.7,4909,12837,43982,123385,42,2.63,8.2,514,1242,5128,1137922,251,2.35,4.3,5856,13179,43864,95262,9,19,3.3,2,442,1429,3212,
MDF_LaRKiN,334664,47,0.91,1.5,3148,2825,14146,1575285,936,1.84,11.5,8117,13178,62531,244818,157,3.62,20.6,761,2189,9394,1216100,414,1.23,5,8324,9696,51540,209957,38,22,2.32,5.7,663,1453,4006,
lamprosokiller,410731,80,0.52,4,1977,982,19601,1945936,2110,0.65,14.5,14513,8025,82987,162620,71,0.94,13,548,446,7446,844557,295,0.73,9.4,3140,2064,38312,713203,329,683,1.3,11.1,2961,3428,28141,
Beznickos -_-,1344127,681,2.88,6.6,10261,27615,50845,412704,868,4.64,20.7,4198,15457,13533,603568,247,2.69,10.6,2330,5597,24595,1004460,614,3.1,10.1,6079,16956,39141,45023,34,21,4.86,13.1,259,1094,1163,
Jo zo,286421,78,2.09,2.8,2760,5603,10639,1489362,1141,2.98,10.9,10432,27680,49345,268118,71,2.65,6,1182,2946,12154,1320962,652,3.05,9.3,7036,19491,48924,115929,70,77,3.64,8.4,838,2799,3369,
Twitch Ovotz,1398932,616,3.4,8.1,7610,23789,47947,390381,301,3.98,12.5,2399,8355,13014,585040,350,4.62,18.7,1868,7018,21141,992369,520,3.63,10.8,4803,15560,33871,62151,29,32,6.01,8.1,359,1984,1887,
ZealousPumpkinTV,119937,46,1.48,2.8,1637,2354,4555,2808054,2117,2.53,13.3,15867,34826,97806,73802,32,3.03,11.5,279,748,2945,366775,177,1.65,4.5,3944,6212,13678,91239,43,35,8.35,10.7,403,3006,2960,
KPI Swapz,1219803,587,2.85,6.4,9112,24260,49929,320446,252,2.83,6.7,3740,9885,11725,735757,368,3.07,14.3,2580,6783,29820,1086152,570,2.8,7.7,7362,18997,42630,141242,100,91,4.6,8.5,1175,4945,4624,
REBEL ARMY CINC,158063,4,0.43,0.5,800,341,7814,2449331,773,1.24,7.1,10950,12612,103708,189803,44,0.68,5.2,852,547,9485,568448,76,0.86,2.6,2895,2436,25895,1361474,102,54,2.91,3.8,2684,7506,33910,
Y_modab_A,66640,16,0.99,4.3,371,350,3125,1453519,633,1.23,5.4,11616,13527,58033,268827,69,1.85,4.6,1489,2627,11108,1572590,320,1.36,3.1,10421,13722,64019,614599,245,334,1.76,6.8,3604,5912,22142,
ᴢᴇʙʀᴀ.,980487,110,1.34,1.7,6350,8353,42248,858005,366,1.54,6.2,5874,8460,30551,616549,181,1.75,6.3,2883,4731,25957,900613,191,1.42,3.7,5120,7007,39015,121576,30,41,2.88,5.5,541,1474,2884,
Tkツ,634429,194,1.51,2.3,8486,12490,24947,1980039,1328,1.23,8.2,16150,18202,72630,34170,12,1.81,8.2,146,243,1282,709272,388,1.3,6.4,6104,7436,26839,549733,304,306,1.89,10.9,2789,4695,13934,
Rey de Oriente,1044577,222,2.14,4.8,4640,9465,43460,331562,143,2.86,7.1,2020,5361,12950,695563,225,2.23,8.4,2677,5477,31342,1288308,356,2.4,6.3,5661,12716,54060,21369,4,4,2.64,2.2,180,465,763,
Antw8n,3284575,581,1.49,4.1,14196,20289,131773,43766,6,0.5,1.8,341,166,2230,105,0,0,0,2,0,8,28123,8,0.48,2.5,320,150,1236,1224607,99,78,7.34,4.9,2027,14151,23295,
Kaoony 父,2244988,477,2.21,3.9,12296,26064,89009,115657,49,4.11,8.9,552,2067,4235,261962,75,2.2,6.3,1198,2472,11117,735467,237,2.47,7.4,3195,7319,30643,41123,9,11,3.28,4.4,206,646,1224,
DerECHTE_045,2625413,243,1.16,1.1,22314,25553,99787,210765,63,1.15,4.7,1339,1466,8984,40496,5,1,1.8,272,268,1844,482152,45,0.99,1.2,3779,3698,20546,243813,25,46,2.18,2.1,1178,2515,9044,
NRG NoMercys-,293429,17,0.63,0.8,2108,1321,13189,59956,22,1.99,7.9,279,512,2518,4865,0,1,0,39,39,225,2995836,489,1.25,3.1,15555,18785,131622,244817,9,9,2.5,1,897,2221,9828,
Crutch Lips,581446,62,1,1.8,3464,3413,25092,1844989,618,1.2,6.9,8986,10042,77556,159038,23,0.64,3.1,737,459,8402,772721,197,1.09,4.5,4394,4592,32124,167667,13,10,4.53,5.8,223,951,2447,
MANOLITO_CHILE,738057,126,1.38,3,4150,5559,30667,1089896,534,2.64,12.1,4402,10195,41088,232516,109,2.83,11.7,932,2332,9094,1297890,492,2.55,8.9,5559,12937,49072,473182,27,32,7.68,3.3,817,6069,10092,
DuffedGlizzy69,584305,72,1,1.3,5725,5651,25435,880427,400,0.87,4.7,8506,7082,34438,86455,38,1.01,9,422,387,3802,1805101,339,0.68,1.8,18708,12536,77342,2814,0,2,0.57,0,28,16,98,
кeybОard,1468643,265,1.58,2.1,12894,19919,57813,769348,303,2.25,5.3,5741,12237,30599,138665,31,2.24,4.9,637,1359,6480,979870,243,1.89,3.2,7657,14020,39843,86275,10,12,1.99,1.6,635,1241,2533,
Mel1К3,1295277,200,1.5,2.2,8907,13025,54286,259302,86,1.36,3.3,2602,3421,10446,665683,204,2.11,6.7,3061,6036,28535,1137465,263,1.64,3.7,7058,11122,47202,898242,37,33,7.1,1.4,2615,18310,25356,
ᵀʷᶦᵗᶜʰ AlexayFTN,184850,50,2.1,3.8,1326,2683,7051,1563351,1286,6.89,23.2,5542,29317,48634,438551,254,5.71,17.3,1464,6908,15519,1169039,561,3.82,11.2,4990,16912,41010,33446,5,2,5.2,4.3,117,582,789,
woow.919,240523,138,3.15,14.2,969,2621,7678,1881589,2264,2.4,15.5,14643,29684,57149,56494,22,2.15,10.4,211,406,2091,1175533,752,2.73,13.8,5436,12770,39830,155075,64,76,3.49,9.7,661,2083,3480,
DaiWynn,1613986,765,2.01,6.9,11139,20871,61697,968038,1053,2.35,19,5531,10544,32430,87716,37,2,10.6,349,624,3470,683878,407,1.86,8.5,4779,8120,25967,130706,88,101,2.17,10.3,856,1669,3057,
BENJYYTHEDEMON,2185501,1986,3.51,14,14139,42701,86048,170425,292,3.78,11.2,2599,8728,6066,317043,132,2.53,10.9,1213,2736,13609,682729,1037,3.94,18.2,5704,18368,27863,42501,87,46,5.29,13.3,656,3012,1368,
APOIE theeusftn,1290127,203,1.95,2.6,7855,14945,51783,305285,189,2.12,5.8,3232,6439,10698,758788,369,3,13.5,2737,7111,28501,1001545,388,2.17,6.8,5705,11545,39121,26735,10,11,3.44,5.7,175,567,816,
Λ Fighter Λ,139318,9,1.06,1.1,840,883,5938,2634624,968,1.51,7.5,12850,17977,105529,189927,70,1.16,7.5,930,995,7877,394251,63,1.02,2.7,2315,2294,16947,474417,5,17,5.49,0.4,1391,7606,18109,
ImInTheJungle,655163,488,2.47,8.1,6031,13676,26030,781723,714,3.42,13.4,5346,15863,27782,631244,272,3.26,11.4,2387,6890,23447,1285417,795,2.77,9.4,8485,21316,49895,179414,273,219,4.02,11.6,2362,8399,5791,
Geri.-,1005589,1152,5.14,25.8,4471,17065,28719,315784,546,4.15,21.6,2533,8244,9585,34201,15,2.78,11.1,135,334,1444,1995674,2364,4.85,23.6,10008,37111,59937,203073,215,141,4.36,15.8,1358,4979,5591,
windinhishair,174754,44,1.55,4.2,1039,1540,8883,1878211,1463,2.98,15.3,9545,24098,67154,364287,160,2.81,11.6,1380,3425,15269,935570,376,2.45,8.2,4580,10293,37239,210847,70,66,9.59,10.6,658,5638,6802,
Twitch YkzTofu,717170,128,1.93,2.1,6193,11700,27675,1003889,563,2.35,6.6,8524,18717,33313,612825,120,2.18,3.9,3094,6481,26337,1015508,235,2.17,3.2,7255,15227,39310,44886,11,12,4.64,5,220,970,1260,
HueyIFreeman,2755482,507,1.69,3,17095,28102,110511,309210,277,1.88,9,3067,5247,10886,18988,2,1.59,2.1,95,148,742,268084,77,1.43,2.6,2953,4116,10642,59594,31,42,2.32,4.9,634,1396,2096,
VRTX Tekmarr,1537475,559,3.87,7,7983,28701,50603,437473,516,5.07,13.6,3793,16612,13169,474845,161,3.75,8.5,1888,6481,19714,902488,561,4.35,9.5,5912,23276,31584,34725,64,66,4.07,9.3,685,2528,1102,
Ƶ Ø M Ƀ Ɨ Ɨ 67,51476,4,1.28,1.5,260,328,2291,1841340,1198,3.18,19.2,6229,15980,68270,582241,334,3.38,16.7,1995,5608,22549,876369,316,2.08,8.3,3795,7251,34856,56568,3,7,6.55,1.8,169,1088,2067,
USE CODE -IQG7,1119389,35,0.88,0.3,11746,10311,50246,1632260,593,1.72,6.6,9020,14456,64861,,,,,,,,587923,82,1.14,2.2,3710,4139,25280,1171276,89,91,3.52,2.8,3195,10933,25611,
SchatachlKill,1415334,361,1.6,4.3,8302,12679,58602,469482,462,2.05,13.2,3490,6208,15664,124103,52,1.51,11,471,634,5745,1343761,735,1.91,9.6,7627,13190,50639,43562,23,18,2.87,7.7,300,795,1464,
BL SliX,1221604,503,2.86,6.4,7918,21230,48164,419460,342,4.16,10.8,3179,11811,13849,569063,230,2.81,11.8,1952,4844,25947,1140557,907,3.43,10.9,8329,25468,46099,54216,37,39,4.9,7.8,475,2147,1551,
ooシシoo,1321540,498,2.27,8.1,6176,12886,52599,1027958,842,3.29,18,4685,12634,35894,110702,42,2.21,12.1,347,673,5180,887587,528,2.8,12.1,4353,10710,31952,18109,2,5,4.29,2,98,412,654,
DGusta96,946594,294,2.61,5.6,5211,12839,36678,660440,552,4,15.9,3472,11678,22692,483532,207,2.8,10.8,1924,4815,19075,1257041,613,3.16,9.9,6200,17645,47129,100338,25,26,4.76,6.5,382,1699,3633,
ZeZ_Chimpanezz,444971,251,2.87,11.4,2195,5574,15656,795024,784,3.57,21,3729,10520,28598,192947,146,5.66,28.5,512,2073,6749,1913309,1384,3.42,21.2,6540,17652,70227,106538,76,66,4.28,15.7,483,1743,3399,
PlasticDreamssTV,653785,171,1.64,4.1,4159,6527,25800,1429536,1005,2.02,9.3,10825,19853,55323,180805,39,1.72,4.5,870,1426,7680,1080094,376,1.78,5.2,7228,12167,42856,316461,109,106,3.55,7.2,1524,5026,8762,
Twitch Chica_Tw,626624,42,1.49,1.1,3843,5678,26863,704746,214,2.05,6.1,3506,6738,30225,818600,244,1.97,6.8,3567,6549,36722,1197097,209,1.85,3.5,6031,10765,50930,17203,2,3,6.17,2.7,73,438,560,
