name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,source
xX1christianm1Xx#6814080,20,25,0.531914894,0,6,1,0,0,21,4,21,1,0,0,25950,0,0,47,
ShockAndAwe6625#2229908,1,21,0.75,3,1,2,0,108,3,7,1.5,2,13,692,2625,269.2,800,28,
GodzillaBjj#6611492,2,24,0.461538462,3,2,1,0,94,4,5,4,1,9,729,4020,311.55,823,52,
HeliosNight36#5727186,3,28,0.394366197,2,3,2,0,161,14,8,14,1,11,617,8716,144.3428571,778,71,
SpirycTW#6706244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slim_Driven1#6298105,78,704,0.693596059,12,19,5,21,2583,135,109,2.547169811,53,169,14711,151660,205.0666667,17294,1015,
maomix_79#3633251,1,3,1.5,0,1,0,0,0,1,1,1,0,0,0,1150,0,0,2,
RTV PULSE#5753154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
loudjass60,91,2956,1.091580502,13,36,5,111,9011,214,373,2.377777778,90,443,29174,437390,263.753271,38185,2708,
JFerg7_#4580781,12,547,1.026266417,0,40,2,31,0,255,83,255,0,0,0,513340,0,0,533,
conicolt#8511349,3,16,0.432432432,4,1,1,0,100,6,6,6,1,8,774,2159,233.4,874,37,
NemoTaker#9224587,164,2954,0.962528511,9,43,7,3,11975,338,551,3.017857143,112,468,46860,604525,217.6366864,58835,3069,
bendmes321#1047575,0,1,0.125,0,1,0,110,0,4,0,4,0,0,0,450,0,0,8,
PS4#4724361,2137,25177,0.884956063,13,175,16,24,72461,3887,3259,3.677388836,1057,5026,415655,3856965,193.0786725,488116,28450,
WLD Cycl0ne#7832156,101,1641,0.703687822,8,30,9,110,5999,230,295,2.987012987,77,419,24566,314521,154.5365217,30565,2332,
207LucasM#4976565,442,5892,1.004774898,15,53,13,110,19921,901,1001,3.647773279,247,689,55870,917455,134.5485017,75791,5864,
Connie Wonnie#3186006,596,16901,1.071378764,17,183,10,110,32378,1576,2831,3.92039801,402,2605,144214,4198821,142.2190355,176592,15775,
Kr_salte#4786394,94,2928,1.126587149,12,37,7,110,7436,223,493,2.593023256,86,380,38179,458128,273.5865471,45615,2599,
patrickrouhie117#5992207,1,1,0.052631579,0,1,1,0,0,8,0,8,1,0,40,1150,96.225,40,19,
Pugsan_Tokyo#6760326,4,18,0.486486486,3,1,1,0,64,5,5,5,1,2,482,2150,145.08,546,37,
Goughy919993#5854457,0,60,0.857142857,0,9,0,110,0,27,9,27,0,25,0,47187,0,0,70,
John_Doe#7710794,2,107,0.29558011,2,17,2,30,39,178,21,178,1,1,454,122300,4.591011236,493,362,
ryanlight1991#6355836,548,5814,0.700566333,20,210,5,111,2584,2634,1113,41.80952381,63,304,17790,5354887,12.09134396,20374,8299,
MotherKiller#5981842,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,
Nedd#1584174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Faze_AyaanBeast#5213549,41,2440,0.93810073,12,75,10,111,3945,787,480,16.39583333,48,327,16735,1180974,37.64218551,20680,2601,
SYNTHEX#5819004,6,311,1.160447761,11,9,4,6,1265,16,65,2,8,63,5117,47495,279.975,6382,268,
AaZz0909werterg#2017627,0,1,0.25,0,1,0,0,0,2,0,2,0,0,0,450,0,0,4,
jacksonrowe2021#2217510,0,1,0.5,0,1,0,0,0,1,0,1,0,0,0,450,0,0,2,
Daniel Z401538,0,99,0.543956044,0,12,5,110,0,79,12,79,0,90,0,73125,0,0,182,
jujuondabeat59#1054429,7,110,0.464135021,3,8,5,0,120,27,13,3.375,8,7,2160,40395,212.4444444,2280,237,
Kamodo420,8,1325,1.092333059,9,79,2,110,513,425,323,85,5,117,2493,1230002,10.41741176,3006,1213,
XxDollarplustaxX#2246442,25,194,1.108571429,9,6,3,0,795,32,38,6.4,5,13,3137,23860,232.6875,3932,175,
total_auto#4076820,1,4,0.036363636,0,2,0,110,0,48,1,48,0,0,2,7387,4.825,2,110,
WAR10CK#7165104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
052397#4248023,0,5,0.3125,0,1,0,0,0,3,1,3,0,0,0,3400,0,0,16,
Karen#6233938,908,13644,1.112343062,22,169,15,116,34267,2461,2274,3.551226551,693,1588,132861,3580462,138.1023974,167128,12266,
PlainComic6#3006619,120,3802,0.984464008,12,53,10,110,10529,419,1050,5.109756098,82,816,44488,900485,125.5747017,55017,3862,
Archdeluxe#5999480,143,4739,0.910470701,16,159,8,111,7233,1591,1077,17.29347826,92,943,56768,3156276,38.56970459,64001,5205,
Slimjim822#5928879,0,1,0.25,0,1,0,0,0,2,0,2,0,0,0,845,0,0,4,
Jalennn2x__#5002516,12,27,0.771428571,0,4,0,1,0,18,4,18,0,0,0,16750,0,0,35,
ABC#7706517,1,1,0.333333333,1,1,0,0,3,1,0,1,0,0,26,250,138,29,3,
maxedgar21#6187114,460,2974,0.619583333,10,36,10,110,11425,769,592,2.980620155,258,531,61362,426379,211.383355,72787,4800,
Shaham#9721541,0,8,0.8,0,3,0,0,0,5,1,5,0,0,0,10100,0,0,10,
invictus080893#6902950,129,838,0.672012831,6,68,4,110,201,573,152,71.625,8,187,1312,1105260,4.192670157,1513,1247,
stormy_shaper#9371393,3,30,0.810810811,5,2,1,0,109,6,8,2,3,10,311,3550,103.3,420,37,
blackpanthere152#1673324,155,2512,1.003595685,12,36,11,19,8653,309,341,3.961538462,78,463,40659,423296,154.4776699,49312,2503,
milko00,359,3861,0.75483871,10,42,9,110,15764,586,623,3.273743017,179,739,76799,565902,222.2006826,92563,5115,
YSL#7737377,0,18,0.473684211,0,4,0,0,0,16,2,16,0,0,0,15800,0,0,38,
Bard4547#8673732,0,23,0.214953271,0,7,0,110,0,47,4,47,0,6,0,31400,0,0,107,
Imaxkillr#1061613,2,142,0.840236686,4,16,1,13,219,50,24,50,1,9,760,111110,17.64,979,169,
i-x-123#5179957,52,424,0.759856631,5,28,1,111,77,305,77,152.5,2,115,654,277493,3.289180328,731,558,
NightNight#8549948,2,16,0.842105263,0,3,0,0,0,9,0,9,0,0,0,9300,0,0,19,
goncaloseara_007#3105657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
dantexcosof459#9647910,2,5,0.263157895,0,2,0,110,0,11,0,11,0,3,0,5025,0,0,19,
ouch#5629126,0,21,0.42,0,3,0,110,0,12,2,12,0,5,0,10525,0,0,50,
ASEREKO#4734593,318,17551,1.74775941,21,152,28,14,36723,1250,4653,1.598465473,782,2125,160172,2836706,156.46416,196895,10042,
IIsmrfII#8405901,1,5,0.833333333,2,1,0,0,6,1,0,1,0,0,38,900,140.4,44,6,
Remster#3408743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Head a State#5469656,377,5312,1.170301829,14,155,8,111,10368,1309,752,8.232704403,159,556,46957,2966494,61.20045837,57325,4539,
funny300sand#3610896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Paulpiswager#5109041,439,4074,1.043277849,10,171,6,110,4189,1291,935,20.49206349,63,331,25564,3686306,27.27234702,29753,3905,
Westy2Tappy#4689985,862,11844,1.029286521,18,140,7,117,25231,1316,2219,9.467625899,139,1385,119414,2420524,80.73738602,144645,11507,
Colester2653#3229142,0,33,1.03125,0,4,0,0,0,14,12,14,0,0,0,15203,0,0,32,
寛永通宝#8091568,686,28952,1.008639911,14,196,12,111,103659,1459,4279,2.029207232,719,7917,312910,4725635,266.9518849,416569,28704,
chubs4macarena#9176282,1413,27777,0.947923421,16,188,17,111,78610,3104,3991,2.340874811,1326,3905,317914,4402177,281.5413015,396524,29303,
thekingnazgul92#1758862,64,1008,0.674698795,9,20,7,0,4742,129,145,2.15,60,226,23252,156465,308.2418605,27994,1494,
CurlierBike7761#6333531,0,9,0.25,0,2,0,110,0,18,2,18,0,1,0,4425,0,0,36,
IBARRA_ANGEL09#7182488,183,1416,0.795058956,10,53,5,110,1042,701,267,28.04,25,93,5122,887735,28.95492154,6164,1781,
edog145#9208499,43,821,0.596656977,7,17,10,2,3255,94,133,2,47,192,13211,117380,259.9531915,16466,1376,
AproposMirror72#2397909,13,24,0.510638298,2,4,0,0,11,22,2,22,0,1,36,16405,6.436363636,47,47,
boggymike2#1953760,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
ddangdog#1979580,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Axelfoley247#6929116,747,8839,0.81218414,13,86,10,110,37237,1336,1129,2.936263736,455,1828,195574,1325531,264.3507485,232811,10883,
Tommyboy1333#3287158,7,25,0.657894737,2,4,0,110,29,12,4,12,0,3,159,12118,16,188,38,
superninja_guy_4#4368042,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
InsaneHorse#4943336,402,8388,0.868682684,12,147,10,111,15559,1489,1493,8.048648649,185,1405,86338,2675815,86.86823371,101897,9656,
zacmagz#9603613,1,0,0,0,1,0,0,1,1,0,1,0,0,32,0,260.4,33,15,
pitbull4240#6308668,0,11,0.203703704,0,4,0,0,0,27,2,27,0,0,0,16550,0,0,54,
GingerlyLamb0#3070025,110,725,0.736040609,7,16,10,110,2143,176,171,3.666666667,48,120,7667,107444,91.15227273,9810,985,
iGoLDeN#7371923,544,17023,1.04641013,22,146,14,42,58973,1098,2201,2.881889764,381,4322,255834,2614539,244.1601093,314807,16268,
Matboc#1995855,1,67,1.264150943,6,7,1,0,158,16,8,16,1,5,615,33125,34.35,773,53,
Silverwing87121#6922559,0,43,0.421568627,0,7,1,0,0,46,8,46,0,0,0,30725,0,0,102,
Red_Pyramid20#6786997,678,29340,1.129808618,24,187,12,33,86835,1625,5115,1.998769988,813,5310,267174,4364182,240.6395077,354009,25969,
Devileatsome#5266312,6,6,0.142857143,0,4,0,0,0,25,0,25,0,0,0,14300,0,0,42,
nicktheslayer#2770754,1,52,1.04,7,3,2,110,290,6,8,3,2,18,1259,9539,177.6,1549,50,
nakkuru64776#3395775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bopa Shons#4723326,588,16477,0.987237867,15,132,23,59,36890,1326,2482,1.846796657,718,2827,106112,2212447,304.29819,143002,16690,
jaynokilsyou#2572371,2,7,0.4375,3,1,1,110,27,3,2,3,1,3,159,950,174.2,186,16,
caxibaxe#1079664,40,963,0.707048458,9,21,5,10,3791,82,109,2,41,327,21163,167645,324.8560976,24954,1362,
camo_dudeX#9748255,994,31178,1.143894922,26,202,29,111,75860,2268,3679,2.162059104,1049,5192,242534,5010044,212.6367725,318394,27256,
aidanrossmayne#3464198,12,217,0.893004115,8,7,3,0,735,31,26,2.583333333,12,41,4294,33530,263.4774194,5029,243,
OscarTheWolf_15#9046250,0,6,0.6,2,1,1,0,24,1,0,1,1,1,193,650,265.8,217,10,
SoldierOfFortune#8147378,227,6346,0.986322661,12,49,7,15,10598,440,900,2.256410256,195,666,67675,767935,262.74,78273,6434,
Prince_Psyz#4730163,0,137,1.10483871,5,11,1,0,161,47,20,47,1,12,592,59640,11.85957447,753,124,
slippymcflippy#7432155,1651,20838,0.72462357,13,156,9,111,55669,2958,4007,2.65529623,1114,3874,239762,3026065,236.4817444,295431,28757,
MerryBloom33395#4172405,127,196,0.728624535,8,19,3,15,120,135,35,33.75,4,4,491,150100,6.897777778,611,269,
RPGmestre#8053950,1,0,0,0,1,0,0,0,1,0,1,0,0,0,600,0,0,2,
MERCURY171#6615650,322,10366,0.94580292,17,104,10,3,23103,662,2628,2.149350649,308,2187,68055,1605342,282.4033233,91158,10960,
CBT SK13S#6557711,27,663,0.740782123,7,14,5,0,1961,48,132,2.526315789,19,139,7252,86725,265.6,9213,895,
bogdanik77#9077296,2,0,0,0,1,0,0,0,5,0,5,0,0,0,300,0,0,9,
Ybarbärka#9387140,35,967,1.163658243,16,17,4,110,3753,60,122,3.157894737,19,185,16300,121085,318.28,20053,831,
Nyxfrost#9423244,1168,42762,1.220725093,22,235,11,41,135781,2578,6440,2.665977249,967,7550,497723,6417817,241.3226532,633504,35030,
ЛовкийРыцарь#8212538,125,477,1.101616628,2,28,1,8,18,145,87,24.16666667,6,0,96,278310,1.626206897,114,433,
Rocket704#5831068,174,3982,0.882731102,21,51,23,14,10707,384,822,2.327272727,165,1088,68926,846827,162.0640625,79633,4511,
ItzChuy1992#9514134,279,6286,0.960281088,11,51,9,8,24956,559,1353,2.227091633,251,1081,83019,833818,293.9109123,107975,6546,
zunderkicele#8234735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
ArielloSan87#4169424,0,343,0.947513812,0,31,2,110,0,174,47,174,0,6,0,330475,0,0,362,
Conte6993#7555025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
HTC-DAMER99#8562810,823,35623,0.912053869,19,213,13,59,60700,2071,5542,1.875905797,1104,3877,255778,5477579,263.503718,316478,39058,
Youtz3#1079188,77,1260,0.675241158,8,24,5,2,4786,111,257,3.264705882,34,377,25772,208142,260.227027,30558,1866,
NBACT23#9405840,32,576,0.901408451,7,15,4,30,2228,70,96,3.684210526,19,175,8514,100982,199.3714286,10742,639,
valegiovi#9083590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
SlickChainzz#9062190,384,11110,1.011655436,13,94,8,34,44388,718,2210,2.620437956,274,1702,155205,1446232,257.8754875,199593,10982,
Poliaknof#7159706,294,20859,0.926860698,13,159,24,111,51034,902,3356,1.66728281,541,3962,174936,3164158,267.5467849,225970,22505,
josh0590,122,1384,0.580293501,1,119,2,110,5,1070,223,1070,0,237,38,1903966,0.139065421,43,2385,
Kalem65,457,21771,1.069407604,23,174,16,111,60473,1312,4068,2.35971223,556,5618,181943,3815413,191.877439,242416,20358,
Vrunishka#6458603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Enigma_Checho7#3752443,0,14,0.608695652,0,3,0,0,0,12,4,12,0,0,0,9075,0,0,23,
Apecs,189,6844,1.233153153,13,65,13,13,27643,457,1138,1.771317829,258,1325,111967,1071813,296.7452954,139610,5550,
Deliayan#6121187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Unwin#8352483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chua#5536312,0,13,0.325,0,4,0,0,0,19,2,19,0,0,0,13250,0,0,40,
corn666#8827646,0,108,0.338557994,0,17,0,110,0,130,11,130,0,38,0,116033,0,0,319,
Xx_-azh84-_Xx#6997068,0,23,0.389830508,0,5,0,0,0,27,3,27,0,0,0,20950,0,0,59,
Chegzzz#1531446,118,1971,0.829894737,14,29,6,1,7843,211,267,2.293478261,92,440,51400,294361,297,59243,2375,
FlawlessTrusa#9270025,254,579,0.984693878,5,42,1,70,72,308,120,308,1,2,342,576281,0.753896104,414,588,
Dark_Zihj_D4goat#8047854,0,291,0.615221987,0,26,1,111,0,222,47,222,0,144,0,250447,0,0,473,
twiztjoints420#8770163,78,801,0.700174825,6,18,5,0,3773,133,149,2.770833333,48,281,22442,130322,262.8045113,26215,1144,
darkrocco02#2231200,0,0,0,0,1,0,0,0,1,0,1,0,0,0,100,0,0,2,
dodybegay#2060733,1124,22373,0.907921435,14,163,9,110,59368,2417,3411,2.451318458,986,2948,278495,3333187,222.555813,337863,24642,
annslee23,75,268,0.89632107,0,25,0,110,0,133,48,133,0,36,0,234490,0,0,299,
brad_e,164,5320,1.084386466,19,50,7,21,19140,373,990,2.422077922,154,774,83778,791987,272.5302949,102918,4906,
kirito#5949967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
calebeenter2018#9596711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
드루와드루와#4423253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spicy Ramen#4146696,337,6725,0.814164649,11,74,25,33,20683,794,1398,2.646666667,300,1455,104724,1168724,233.088665,125407,8260,
chubby_coo300#9002242,632,23494,0.94986658,13,222,22,97,70343,2366,3279,3.409221902,694,5131,289675,5847104,178.2360101,360018,24734,
GOLDENBUBAFACE#6412754,585,15289,1.046689943,13,199,11,113,44407,1814,2386,3.909482759,464,3451,191529,4859018,108.4792723,235936,14607,
WARRIOR HUNTER0#2670324,334,7422,0.803246753,14,92,7,111,19487,1146,1748,3.897959184,294,1117,110959,1407178,159.8162304,130446,9240,
sN0ogIn5#3127389,115,3496,0.928552457,11,42,9,25,6097,267,589,2.32173913,115,409,30719,570335,283.6269663,36816,3765,
Leo#1331876,151,963,1.024468085,5,59,4,110,376,381,145,63.5,6,17,1478,1004061,3.784251969,1854,940,
GHIZZA#5173649,0,0,0,0,1,0,0,0,1,0,1,0,0,0,200,0,0,2,
anon58589014#2976628,307,10001,0.978475687,22,87,9,10,44371,579,1996,2.37295082,244,2203,163901,1339360,312.4518135,208272,10221,
Gibbosproperty#8764596,226,6069,0.995407577,15,53,8,111,26883,455,976,2.297979798,198,1480,111285,897820,319.6325275,138168,6097,
Sivox61#2517512,2,60,0.857142857,6,3,1,32,274,4,20,2,2,21,1112,10410,247.35,1386,70,
Therichkid13_#5486329,468,10557,1.061218335,16,226,10,110,14048,1888,2107,16.85714286,112,928,72546,6020903,34.82351695,86594,9948,
honey_mods#6363327,0,18,0.514285714,0,2,0,0,0,5,0,5,0,0,0,7400,0,0,35,
UrsoJudeo#5325166,5,41,0.482352941,0,9,1,8,0,43,7,43,0,0,4,42144,0.474418605,4,85,
Blaze_105,256,4046,0.920172845,15,45,10,110,16204,469,679,2.742690058,171,749,74699,645805,240.2712154,90903,4397,
adir01#6448926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
AngryChicken#1420647,3,56,0.965517241,7,4,1,6,221,11,6,11,1,11,672,14792,115.0363636,893,58,
Bosshogg3393#2717872,0,13,1.3,0,2,0,5,0,6,0,6,0,0,0,7325,0,0,10,
Neon_Frost88#7491656,260,10324,0.854565019,14,127,18,110,35597,906,1413,2.6884273,337,2911,131140,2089837,176.6503311,166737,12081,
xHaiisse#8381665,0,3,1.5,0,1,0,0,0,1,1,1,0,0,0,1350,0,0,2,
Soriba_Ps#1553042,396,8376,0.979420019,14,141,6,111,21631,1035,1361,5.75,180,1524,87000,2463950,115.1617391,108631,8552,
ImATerrorist#4716532,0,10,0.185185185,0,6,0,0,0,24,1,24,0,0,0,22875,0,0,54,
CAT IN THE HAT#6755025,1080,22216,0.872378858,15,232,16,111,61932,3510,4305,4.053117783,866,3820,197269,6270847,150.1382906,259201,25466,
hounddoghalliday#1907055,561,8959,0.80726257,11,84,10,49,39977,1103,1874,2.166994106,509,1996,209150,1295760,251.6099728,249127,11098,
Romeo31#1251008,262,5049,0.921518525,13,69,9,111,8156,946,902,5.031914894,188,687,44073,1114779,125.7260042,52229,5479,
Daskunk4799#4027710,32,594,1.102040816,6,13,4,1,1920,61,142,2.346153846,26,109,11289,82815,222.5114754,13209,539,
cadorade420,11,187,0.563253012,7,11,3,5,433,75,30,12.5,6,32,2544,65110,75.896,2977,332,
BoredKing2#3260114,248,4331,1.413511749,11,182,5,111,3812,1125,850,43.26923077,26,420,14897,4132907,13.27626667,18709,3064,
IhateUrFace#9516971,106,2438,0.652569593,8,37,7,111,4432,316,223,3.224489796,98,576,36412,448452,231.0512658,40844,3736,
QvMxZ#9314244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
eddy_steph1108#8582315,8,48,0.510638298,5,2,1,0,196,12,9,4,3,19,2552,6765,259.6,2748,94,
MyPxssyStank#5670238,247,4807,0.909727479,12,46,12,7,12885,504,1032,2.200873362,229,761,40365,695135,194.6154762,53250,5284,
Reaxian#5376104,54,2270,0.870732643,19,32,13,7,9333,126,409,1.8,70,864,39494,351548,247.1380952,48827,2607,
SharkFace5656#1385083,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,
UCD_281771230356dRkdHOSDJIuc,246,5952,0.988868583,15,53,18,14,23816,546,1061,2.014760148,271,1272,83807,904189,271.0054945,107623,6019,
un1x#1174586,0,5,0.357142857,0,2,0,0,0,7,2,7,0,0,0,3575,0,0,14,
Kasai__98#7033288,507,9492,0.762042389,9,90,8,39,16646,1003,1721,2.166306695,463,1040,96260,1383218,277.3884347,112906,12456,
Thinfathead89#4174895,48,411,0.38664158,5,11,4,110,1029,93,65,2.384615385,39,86,11138,60235,301.2451613,12167,1063,
lukahockey97#2843234,0,18,0.620689655,0,4,0,110,0,16,5,16,0,2,0,12975,0,0,29,
MACONHEIRO_4i20#9317450,689,22423,1.064618745,13,207,10,110,62079,2040,3733,4.047619048,504,5052,272867,5190281,145.7767647,334946,21062,
SD#9632134,5,247,1.102678571,8,9,2,0,940,9,48,2.25,4,111,3367,47225,230.4,4307,224,
MKZ-NAD_12#1622628,0,1,0.03125,0,1,0,110,0,17,0,17,0,2,0,3225,0,0,32,
mooajulien86#6722986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
ElFistoLibre#2540624,123,3314,1.026323939,12,38,8,14,8374,285,713,1.838709677,155,690,30813,478459,278.5957895,39187,3229,
GhostPants#2782866,0,4,0.285714286,0,2,0,110,0,6,3,6,0,1,0,3600,0,0,14,
llllll#1403364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
F4nton_M#4356942,809,16454,0.873632792,14,140,11,110,29661,1598,2433,3.504385965,456,1517,173734,2426818,233.7503129,203395,18834,
DuC_zer_slow_734#6051766,28,42,0.68852459,0,8,0,7,0,35,3,35,0,0,0,36775,0,0,61,
Dennis#5489843,139,1737,0.789545455,11,25,8,6,5658,267,422,2.383928571,112,318,23191,223249,157.705618,28849,2200,
kylanhigdon,265,10597,1.08966581,15,109,7,83,20312,602,1892,2.936585366,205,1916,56266,1688180,241.8827243,76578,9725,
RLifante_BR#3815442,1152,39064,0.893544993,18,262,11,110,145281,2620,7775,2.781316348,942,10008,631184,7588933,214.0300763,776465,43718,
CyborgElephant8#7520780,4,3,0.375,0,1,0,0,0,4,1,4,0,0,0,2550,0,0,8,
Mommyfricker69#6493333,103,3326,1.109406271,16,72,17,111,7289,649,551,6.240384615,104,642,21822,1141755,57.65269646,29111,2998,
bobbo#7328321,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,
niko#1425332,0,63,0.431506849,0,7,0,0,0,21,7,21,0,23,0,29346,0,0,146,
HaChuPaCha#1426492,91,3525,1.333711691,21,37,6,111,13023,217,603,2.106796117,103,696,42832,445665,285.1465438,55855,2643,
136_Luca#5240574,0,15,0.394736842,0,4,0,110,0,15,1,15,0,7,0,15875,0,0,38,
Brain OConnor38#9812421,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
블랙오크#1986954,29,741,0.83258427,18,18,7,0,3687,78,127,2.888888889,27,173,18657,128124,272.5153846,22344,890,
Trymers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
culioncisimo74#4272370,1846,50302,0.842480781,14,318,12,111,179357,5528,6297,3.314148681,1668,8242,697394,9978904,185.0479016,876751,59707,
saadAS#2983339,54,1371,0.826899879,10,46,9,111,1053,562,238,14.05,40,546,9145,670898,36.09608541,10198,1658,
allison__burgers#5228266,627,9807,0.926499764,10,82,9,110,12773,1348,1486,2.398576512,562,586,73916,1270970,293.7663205,86689,10585,
Snakeye48,35,1772,1.240027992,12,43,3,110,4317,278,353,12.63636364,22,241,16414,588766,48.37553957,20731,1429,
YouFaShe#3021862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
SPECTATOR#5803193,485,9229,1.282161712,14,197,6,111,12550,1590,1705,14.72222222,108,920,47577,4788100,51.38,60127,7198,
Mat1_Eo#7432732,233,2379,1.163894325,9,84,6,110,5735,450,504,10.71428571,42,355,25596,1296535,53.42666667,31331,2044,
Sterling Archer#9795593,1205,30111,0.979155827,19,240,21,111,54286,4022,5338,3.666362808,1097,4007,384920,6631383,174.6383391,439206,30752,
qui1ztah#7416067,13,26,0.361111111,5,2,0,0,115,14,6,14,0,3,493,7400,85.02857143,608,72,
Richardcabreira8#9496272,442,6224,0.609300049,9,158,8,111,13035,2134,1141,10.61691542,201,1242,134203,3126221,66.70487348,147238,10215,
haCap#7123236,18,296,1.01369863,10,14,3,0,1237,66,56,7.333333333,9,66,7057,91950,122.2636364,8294,292,
RaZyGER#8278395,73,2476,1.147358665,13,50,11,111,8653,414,463,6.272727273,66,745,36117,805326,104.2942029,44770,2158,
tommmsLT#4964234,72,3052,0.787409701,10,132,5,111,4887,1078,505,21.56,50,575,27516,2208727,35.40222635,32403,3876,
s0oReCkLeSsBrAh#6372640,141,3790,1.020188425,13,37,8,33,16559,284,696,2.253968254,126,779,91504,462185,262.2950704,108063,3715,
我带你们打#6202600,0,28,0.56,2,8,1,0,23,18,4,18,1,0,274,40650,18.4,297,50,
BlacKPoisoN#9748555,95,3230,0.911399549,10,74,7,111,7467,507,702,5.571428571,91,1184,40347,1169188,104.5443787,47814,3544,
lopes77lucas#2477139,0,1,0.166666667,0,1,0,0,0,3,0,3,0,0,0,1250,0,0,6,
라라찌#4217964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
MD2040#9003847,0,0,0,0,1,0,0,0,2,0,2,0,0,0,600,0,0,6,
anon67476781#4610800,337,6860,0.994058832,13,52,6,5,16235,748,1081,2.155619597,347,1090,97379,876925,304.6066845,113614,6901,
Lekestrell#9382004,37,1018,1.014955135,11,22,6,24,3481,92,162,2.705882353,34,212,14816,178755,203.2108696,18297,1003,
EnZo29#7776383,0,6,0.461538462,0,3,0,110,0,6,1,6,0,0,0,7600,0,0,13,
AKR_aaa#5403024,68,2347,0.940304487,9,28,9,12,5195,153,442,1.843373494,83,230,15101,277540,309.9137255,20296,2496,
MeaslyPanther81#4102876,23,406,0.821862348,12,10,6,1,1946,65,132,2.321428571,28,119,7159,57364,187.1261538,9105,494,
bimo09#9025166,408,7530,0.79987253,12,77,8,28,33533,694,1237,2.67953668,259,1792,157188,1208952,296.2002882,190721,9414,
JermWormy#5125402,1173,45764,1.078627322,20,289,14,111,128437,3272,7146,2.655844156,1232,7133,409748,8740718,214.8194377,538185,42428,
LokiiFN#2367402,0,0,0,0,1,0,0,0,1,0,1,0,0,0,200,0,0,2,
ImranePROPG#2085215,0,51,0.43220339,0,10,0,110,0,71,11,71,0,0,0,49935,0,0,118,
Miguel_mor#1492856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trianthor#3462590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
tinytrex594#3976133,0,0,0,0,1,0,0,2,1,0,1,0,1,7,0,91.2,9,0,
TomasFJ_05#2711069,1,35,0.68627451,3,5,1,110,17,10,6,10,1,11,63,17126,39,80,51,
